Occupancy Name,Address,NFF GPM,Flow Available,OVAP Score
,"Peoria, IL 61605",,,
Star Crest Cleaners,3910 W Baring TRCE,0,Insufficient,0
,"Peoria, IL 61615",,,
Starbuck's,1200 W Main ST,292,Sufficient,30.56
,#23,,,
,"Peoria, IL 61606",,,
starcrest cleaners,3910 W barring trace,1663,Insufficient,30.31
,"peoria, IL 61614",,,
Starcrest Cleaners,4509 N Sheridan RD,764,Sufficient,29.21
,"Peoria, IL 61614",,,
Staybridge Suites,300 W Romeo B Garrett AVE,3727,Sufficient,33.86
,"Peoria, IL 61605",,,
Steak-N- shake,5036 N Big Hollow RD,0,Insufficient,0
,"Peoria, IL 61614",,,
Steakhouse & Fries,2200 W War Memorial DR,205,Sufficient,29.46
,#DU18B,,,
,"Peoria, IL 61613",,,
Stecher's Automotive,1006 W main ST,1242,Insufficient,33.73
,"Peoria, IL 61606",,,
Sterling Middle School,2315 N Sterling AVE,3050,Insufficient,22.73
,"Peoria, IL 61604",,,
steve's automotive,923 N garfield ST,864,Insufficient,34.8
,"Peoria, IL 61606",,,
Stop N Save,800 NE Jefferson AVE,1415,Sufficient,31.66
,"Peoria, IL 61603",,,
Stuber Land Design,6523 N Galena RD,1082,Sufficient,33.07
,"Peoria, IL 61614",,,
Subway,1307 W Glen AVE W,0,Insufficient,0
,"Peoria, IL 61614",,,
Sugar Wood-Fired Bristo & Gourmet Traeats,826 SW Adams ST,324,Sufficient,29.7
,"Peoria, IL 61605",,,
Sunguard,6523 N Galena RD,1325,Sufficient,34.27
,"Peoria, IL 61614",,,
Super 8,1816 W War Memorial DR,2362,Insufficient,33.78
,"Peoria, IL 61614",,,
Super Saver Liquors,525 N Western AVE,1664,Insufficient,37.4
,"Peoria, IL 61605",,,
Supply Works,8700 N Allen RD,2464,Insufficient,0
,"Peoria, IL 61615",,,
T-Mobile,7719 N Grand Prairie DR,571,Sufficient,30.68
,"Peoria, IL 61615",,,
Table 19,501 Main ST,300,Sufficient,27.99
,"Peoria, IL 61602",,,
TACO BELL,8711 N Knoxville AVE,657,Insufficient,0
,"Peoria, IL 61615",,,
Taco Bell,3101 N Sterling AVE,848,Insufficient,24.93
,"Peoria, IL 61604",,,
Tandy Leather,3807 N Sterling AVE,1153,Insufficient,32.63
,"Peoria, IL 61615",,,
Tannins & Hops,619 SW Water ST,1905,Sufficient,45.6
,#A,,,
,"Peoria, IL 61603",,,
Tavern on Prospect,5901 N Prospect RD,1010,Sufficient,30.8
,#10,,,
,"Peoria, IL 61614",,,
TEJ's Sports Connection,3219 NE Adams ST,986,Sufficient,27.5
,"Peoria, IL 61603",,,
Temsters Local 627,7101 N Allen RD,735,Insufficient,0
,"Peoria, IL 61614",,,
TGI Fridays,5315 W Landens WAY,624,Sufficient,25.3
,"Peoria, IL 61615",,,
TH Professional & Medical Collections LTD,2015 W Glen,433,Insufficient,25.3
,"Peoria, IL 61614",,,
the book rack,4408 N Knoxville AVE,285,Sufficient,27.26
,#2B,,,
,Building #b,,,
,"Peoria, IL 61614",,,
THE BRONZE FROG,5901 N Prospect RD,0,Insufficient,0
,#6A,,,
,"Peoria, IL 61603",,,
The Center for Prevention,720 W Joan AVE,2415,Sufficient,35.6
,"Peoria, IL 61614",,,
The Childrens Place,2200 W War Memorial DR,448,Sufficient,31.66
,#D106,,,
,"Peoria, IL 61613",,,
The Digital Store,4813 N Rockwood DR,900,Insufficient,31.53
,"Peoria, IL 61615",,,
The Fieldhouse,1200 W Main ST,426,Sufficient,29.7
,#24,,,
,"Peoria, IL 61606",,,
The Gap,2200 W War Memorial DR,677,Sufficient,31.66
,#CU06,,,
,"Peoria, IL 61613",,,
The Great Escape,5000 W Holiday DR,2700,Insufficient,36.91
,"Peoria, IL 61615",,,
The Hangover,629 E Lake AVE,1046,Insufficient,31.9
,"Peoria, IL 61614",,,
the Hillside Tap,1745 N Sheridan RD,1479,Sufficient,33
,"Peoria, IL 61604",,,
The Judge's Chamber,514 Main ST,986,Sufficient,33.73
,"Peoria, IL 61602",,,
The Last Hurrah,8811 N Knoxville AVE,285,Sufficient,35.2
,"Peoria, IL 61615",,,
The Leiter Group,309 Main ST,0,Insufficient,0
,#A,,,
,"Peoria, IL 61602",,,
The Lofts at Waterfront Place,311 SW Water ST,1619,Sufficient,33.33
,"peoria, IL 61602",,,
The Main One,718 W Main ST,468,Insufficient,0
,"peoria, IL 61606",,,
The Poor House,3410 W Willow Knolls DR,764,Sufficient,32.63
,"Peoria, IL 61615",,,
The Spot Coffee,9901 N Knoxville AVE,702,Sufficient,36.18
,"Peoria, IL 61603",,,
The Store,2514 N Sheridan RD,1365,Sufficient,30.8
,"Peoria, IL 61613",,,
The Sun Room Tanning,528 E War Memorial DR,604,Sufficient,32.14
,"peoria, IL 61614",,,
The UPS Store,2601 W Lake AVE,305,Sufficient,29.46
,#A6,,,
,"Peoria, IL 61614",,,
Theta Chi,1308 W Fredonia AVE,789,Sufficient,22.33
,"Peoria, IL 61606",,,
Theta Xi,1317 W Fredonia AVE,475,Sufficient,17.33
,"Peoria, IL 61606",,,
Thomas Boyd,1424 E Glen AVE,764,Insufficient,0
,#suite A,,,
,"Peoria, IL 61614",,,
Thomas Jefferson Primary School,918 W Florence AVE,1491,Sufficient,30.43
,"Peoria, IL 61604",,,
Timberlane Apartments,5801 N Aspen Wood DR,1350,Sufficient,30.33
,Building #10,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5803 N Aspen Wood DR,1350,Sufficient,30.33
,Building #10,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5805 N Aspen Wood DR,1350,Sufficient,30.33
,Building #10,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5807 N Aspen Wood DR,3818,Insufficient,32.33
,Building #10,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5809 N Aspen Wood DR,1350,Sufficient,30.33
,Building #10,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5811 N Aspen Wood DR,1909,Insufficient,32.33
,Building #10,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5813 N Aspen Wood DR,1909,Insufficient,31.33
,Building #10,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5815 N Aspen Wood DR,3818,Insufficient,37.33
,Building #10,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5714 N Cypress DR,1909,Insufficient,32.33
,Building #9,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5712 N Cypress DR,1909,Insufficient,32.33
,Building #9,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5710 N Cypress DR,3818,Insufficient,32.33
,Building #9,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5708 N Cypress DR,3818,Insufficient,32.33
,Building #9,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5706 N Cypress DR,3818,Insufficient,32.33
,Building #9,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5704 N Cypress DR,3818,Insufficient,32.33
,Building #9,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5702 N Cypress DR,3818,Insufficient,32.33
,Building #9,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5700 N Cypress DR,3818,Insufficient,32.33
,Building #9,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5901 N Aspen Wood DR,3818,Insufficient,32.33
,Building #11,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5903 N Aspen Wood DR,3818,Insufficient,32.33
,Building #11,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5905 N Aspen Wood DR,3818,Insufficient,32.33
,Building #11,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5907 N Aspen Wood DR,3818,Insufficient,32.33
,Building #11,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5909 N Aspen Wood DR,3818,Insufficient,32.33
,Building #11,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5911 N Aspen Wood DR,3818,Insufficient,32.33
,Building #11,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5913 N Aspen Wood DR,3818,Insufficient,32.33
,Building #11,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,2900 W War Memorial DR,3818,Insufficient,32.33
,Building #Clubhouse,,,
,"Peoria, IL 61604",,,
Timberlane Apartments,6001 N Cedarcrest CT,3818,Insufficient,32.33
,Building #1,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,6005 N Cedarcrest CT,3818,Insufficient,32.33
,Building #1,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,6009 N Cedarcrest CT,3818,Insufficient,32.33
,Building #1,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,6013 N Cedarcrest CT,3818,Insufficient,35.33
,Building #1,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5903 N Cedarcrest CT,3818,Insufficient,32.33
,Building #2,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5907 N Cedarcrest CT,0,Sufficient,33.33
,Building #2,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5911 N Cedarcrest CT,3818,Insufficient,32.33
,Building #2,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5915 N Cedarcrest CT,3818,Insufficient,32.33
,Building #2,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5900 N Cypress DR,3307,Insufficient,32
,Building #3,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5904 N Cypress DR,3818,Insufficient,32.33
,Building #3,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5908 N Cypress DR,3818,Insufficient,32.33
,Building #3,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5912 N Cypress DR,3818,Insufficient,32.33
,Building #3,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5933 N Cypress DR,3818,Insufficient,32.33
,Building #4,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5929 N Cypress DR,3818,Insufficient,32.33
,Building #4,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5925 N Cypress DR,3818,Insufficient,32.33
,Building #4,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5921 N Cypress DR,3818,Insufficient,32.33
,Building #4,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5829 N Rosewood DR,3818,Insufficient,32.33
,Building #5,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5825 N Rosewood DR,3818,Insufficient,32.33
,Building #5,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5821 N Rosewood DR,3818,Insufficient,33.33
,Building #5,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5817 N Rosewood DR,3818,Insufficient,32.33
,Building #5,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5820 N Lindenwood DR,3818,Insufficient,32.33
,Building #6,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5824 N Lindenwood DR,3818,Insufficient,31.67
,Building #6,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5828 N Lindenwood DR,3885,Insufficient,33.33
,Building #6,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5832 N Lindenwood DR,3818,Insufficient,32.33
,Building #6,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5813 N Lindenwood DR,3818,Insufficient,32.33
,Building #7,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5809 N Lindenwood DR,3818,Insufficient,32.33
,Building #7,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5805 N Lindenwood DR,3818,Insufficient,32.33
,Building #7,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5801 N Lindenwood DR,3818,Insufficient,32.33
,Building #7,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5801 N Cypress DR,3818,Insufficient,32.33
,Building #8,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5803 N Cypress DR,3818,Insufficient,32.33
,Building #8,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5805 N Cypress DR,3818,Insufficient,32.33
,Building #8,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5807 N Cypress DR,3818,Insufficient,32.33
,Building #8,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5809 N Cypress DR,3818,Insufficient,32.33
,Building #8,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5811 N Cypress DR,3818,Insufficient,32.33
,Building #8,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5813 N Cypress DR,3818,Insufficient,32.33
,Building #8,,,
,"Peoria, IL 61615",,,
Timberlane Apartments,5815 N Cypress DR,3818,Insufficient,32.33
,Building #8,,,
,"Peoria, IL 61615",,,
TJ Vape and Wireless,3223 NE Adams ST,1620,Sufficient,27.62
,"Peoria, IL 61603",,,
Torrid,2200 W War Memorial DR,419,Sufficient,30.56
,#A109A,,,
,"Peoria, IL 61613",,,
Touch of Class,4125 N Sheridan RD,305,Sufficient,24.57
,#3,,,
,"Peoria, IL 61614",,,
Touch of Class,4125 N Sheridan RD,305,Sufficient,27.62
,"Peoria, IL 61614",,,
Town House Motel,1519 N Knoxville AVE,2546,Insufficient,40.46
,"Peoria, IL 61603",,,
Trade Home Shoes,2200 W War Memorial DR,291,Sufficient,30.56
,#DU13B,,,
,"Peoria, IL 61613",,,
Training Domain,3611 W Willow Knolls RD,864,Insufficient,33.85
,"Peoria, IL 61615",,,
Trewyn K-8 School,1419 S Folkers AVE,2192,Sufficient,30.43
,"Peoria, IL 61605",,,
Tricounty Urban League,317 S Macarthur HWY,661,Sufficient,25.06
,"Peoria, IL 61605",,,
Trust Detweiller,2 Caroline,765,Sufficient,18.33
,"Peoria, IL 61602",,,
Tuffentsamer Law Firm,1022 N Sheridan ST,952,Sufficient,33.73
,"Peoria, IL 61606",,,
Two 25,225 NE Adams ST,419,Sufficient,26.89
,"Peoria, IL 61602",,,
Two Chez Restaurant,7815 N Knoxville AVE,764,Sufficient,35.2
,#5,,,
,"Peoria, IL 61614",,,
Tyng School,2212 W Ann ST,3372,Insufficient,32.63
,"Peoria, IL 61605",,,
U-Haul,8400 N Allen RD,0,Insufficient,0
,"Peoria, IL 61615",,,
U-Haul,4400 N Brandywine DR,5306,Insufficient,37.16
,"Peoria, IL 61614",,,
U. S. Post Office,715 W Glen,871,Sufficient,28.23
,"Peoria, IL 61614",,,
U.S. CELLULAR,1612 W Pioneer PKY,0,Insufficient,0
,"Peoria, IL 61615",,,
UFS,1819 SW Adams ST,1559,Sufficient,29.7
,"Peoria, IL 61605",,,
Ulrich's Rebellion Room,631 Main ST,900,Sufficient,36.06
,"Peoria, IL 61602",,,
Ultimate Tan,3908 W Barring Trace RD,2277,Insufficient,44.86
,"Peoria, IL 61614",,,
Uniformly Perfect,3705 N Sterling,697,Insufficient,32.27
,"Peoria, IL 61615",,,
United Refrigeration Corp,422 NE Adams ST,1930,Sufficient,33
,"Peoria, IL 61603",,,
Unity Point Clinic,8914 N Knoxville AVE,837,Sufficient,31.66
,"Peoria, IL 61614",,,
Unity Point College,7600 N Academic DR,2161,Sufficient,26.77
,"Peoria, IL 61615",,,
Unity Point Methodist Physician Billing Department,120 NE Glen Oak AVE,356,Sufficient,23.83
,"Peoria, IL 61603",,,
Unity-Point Methodist Care Integration and Clinical Excellance,120 NE Glen Oak AVE,815,Sufficient,29.7
,"Peoria, IL 61603",,,
Unity-Point Mthhodist Finance office,120 NE Glen Oak AVE,593,Sufficient,24.2
,"Peoria, IL 61603",,,
Unlimited Tanning,1119 W Glen AVE,952,Insufficient,0
,"Peoria, IL 61614",,,
UNTAMED CHEF,7338 N UNIVERSITY,468,Sufficient,25.91
,"Peoria, IL 61614",,,
Vacant,2200 W War Memorial DR,247,Sufficient,25.3
,#DU14A,,,
,"Peoria, IL 61613",,,
Vacant (between Wok and entrance),2200 W War Memorial DR,144,Sufficient,29.46
,#CUD6E,,,
,"Peoria, IL 61613",,,
vacant (Former Driving School),2200 W War Memorial DR,275,Sufficient,25.42
,#CU13,,,
,"Peoria, IL 61613",,,
Vacant Business,2005 N Knoxville AVE,882,Sufficient,26.89
,"Peoria, IL 61603",,,
Vacant space,2200 W War Memorial DR,202,Sufficient,21.51
,#DU07A,,,
,"Peoria, IL 61613",,,
Vacant Warehouse,9000 N Industrial RD,0,Insufficient,0
,"Peoria, IL 61615",,,
Valeska Hinton Primary School,800 W Romeo B Garrett AVE,1506,Insufficient,31.53
,"Peoria, IL 61605",,,
Valley Park Shopping Center,200 N Mac Arthur HWY,0,Insufficient,0
,"Peoria, IL 61605",,,
Vanity,2200 W War Memorial DR,431,Sufficient,31.66
,#D107,,,
,"Peoria, IL 61613",,,
Verizon,2401 W Pioneer PKY,724,Sufficient,22.86
,"Peoria, IL 61614",,,
Verizon Digital Store,10408 N Centerway DR,414,Sufficient,27.5
,#I & J,,,
,"Peoria, IL 61615",,,
Verkler,2702 SW Jefferson AVE,1115,Insufficient,0
,"Peoria, IL 61605",,,
Verlo Mattress Company,4538 N Brandywine DR,2259,Insufficient,30.8
,"Peoria, IL 61614",,,
Versailles Hamlet Apartments,935 W Loire CT,4677,Insufficient,34
,"Peoria, IL 61614",,,
Versailles Hamlet Apartments,927 W Loire CT,4677,Insufficient,34
,"Peoria, IL 61614",,,
Versailles Hamlet Apartments,929 W Loire CT,4677,Insufficient,35
,"Peoria, IL 61614",,,
Versailles Hamlet Apartments,931 W Loire CT,4677,Insufficient,35
,"Peoria, IL 61614",,,
Versailles Hamlet Apartments,903 W Loire CT,4677,Insufficient,34
,"Peoria, IL 61614",,,
Versailles Hamlet Apartments,907 W Loire CT,4677,Insufficient,34
,"Peoria, IL 61614",,,
Versailles Hamlet Apartments,911 W Loire CT,4677,Insufficient,34
,"Peoria, IL 61614",,,
Versailles Hamlet Apartments,920 W Loire CT,4677,Insufficient,33.33
,"Peoria, IL 61614",,,
Versailles Hamlet Apartments,924 W Loire CT,4677,Insufficient,34
,"Peoria, IL 61614",,,
Versailles Hamlet Apartments,926 W Loire CT,4677,Insufficient,34
,"Peoria, IL 61614",,,
Veterans Haven,711 NE Monroe ST,1175,Sufficient,30.8
,"Peoria, IL 61603",,,
Veterans Pub & Pizza,2525 NE Adams ST,1146,Sufficient,33
,"Peoria, IL 61603",,,
Victoria's Secret,2200 W War Memorial DR,561,Sufficient,29.21
,#C101,,,
,"Peoria, IL 61613",,,
Visioncare,4900 N Glen Park PL,1358,Sufficient,32.63
,#C,,,
,"Peoria, IL 61614",,,
Von Steuben Middle School,801 E Forrest Hill AVE,3061,Insufficient,33.73
,"Peoria, IL 61603",,,
Wal-Mart,8915 N Allen RD,3253,Insufficient,29.7
,"Peoria, IL 61615",,,
WalGreens,2515 N Knoxville AVE,1046,Sufficient,26.4
,"Peoria, IL 61603",,,
WalGreens,3524 N University ST,837,Sufficient,29.7
,"Peoria, IL 61614",,,
WalGreens,4814 N Sheridan RD,1026,Insufficient,26.64
,"Peoria, IL 61614",,,
WalGreens,2324 W War Memorial DR,1107,Insufficient,28.84
,"Peoria, IL 61604",,,
WalGreens #06604,1919 W Pioneer PKY,1083,Sufficient,27.13
,"Peoria, IL 61615",,,
Walk2class,842 W Moss AVE,2546,Insufficient,30.33
,"Peoria, IL 61606",,,
Walk2class,844 W Moss AVE,1451,Insufficient,31.67
,"Peoria, IL 61606",,,
Walk2class,900 W Moss AVE,2546,Insufficient,30.33
,"Peoria, IL 61606",,,
Washington Middle School,3706 N Grand BLVD,1299,Sufficient,30.43
,"Peoria, IL 61603",,,
Water Street Solutions,601 SW Water ST,2546,Sufficient,31.66
,"Peoria, IL 61602",,,
Water Works Car Wash,2145 N Knoxville AVE,239,Sufficient,25.3
,"Peoria, IL 61604",,,
WD Boyce Boy Scouts,614 NE Madison AVE,1394,Sufficient,31.9
,"Peoria, IL 61603",,,
Wendy's Coins,3223 N Prospect RD,255,Sufficient,31.04
,"Peoria, IL 61603",,,
WENDY'S EYEGLASS SHACK,8424 N Knoxville AVE,597,Sufficient,28.97
,"Peoria, IL 61615",,,
Wendy's Restaurant,5001 N Big Hollow RD,1416,Sufficient,30.31
,"Peoria, IL 61614",,,
Western Liquors,712 S Western AVE,1610,Insufficient,37.4
,"Peoria, IL 61605",,,
Whalen's Auto Center,1000 W main ST,1050,Sufficient,35.57
,#auto,,,
,"Peoria, IL 61606",,,
White Oak Knolls,2101 W Willow Knolls DR,1479,Sufficient,22.33
,"Peoria, IL 61615",,,
Whitey's Tip Top Inn,2601 N Sheridan RD,1273,Insufficient,43.14
,"Peoria, IL 61614",,,
Whittier Primary School,1619 W Fredonia AVE,3208,Insufficient,32.63
,"Peoria, IL 61606",,,
Wingate by Wyndam,7708 N State Route 91,1602,Sufficient,30.56
,"Peoria, IL 61615",,,
WMBD 31,3131 N University ST,2205,Insufficient,32.51
,"Peoria, IL 61614",,,
Woodland Baptist Church,6915 N Allen RD,0,Insufficient,0
,"Peoria, IL 61615",,,
Woodrow Wilson,1907 W Forrest Hill AVE,2907,Insufficient,34.83
,"Peoria, IL 61604",,,
Woodruff High School,1800 NE Perry AVE,5779,Insufficient,32.63
,"Peoria, IL 61603",,,
Woodsage Apts,5322 N Woodsage,1686,Insufficient,29.67
,"Peoria, IL 61615",,,
World Finance Corporation,201 E Lake AVE,569,Sufficient,35.08
,#C4,,,
,"Peoria, IL 61614",,,
World of Powersports,2100 W Pioneer PKY,2252,Sufficient,27.13
,"Peoria, IL 61615",,,
Youngs Shoe Repair,619 W Glen AVE,171,Insufficient,0
,"Peoria, IL 61614",,,
Zales,2200 W War Memorial DR,334,Insufficient,0
,#A107,,,
,"Peoria, IL 61613",,,
"ZUMBALT & ASSOCIATES, INC.",1040 W Olympia DR,882,Insufficient,27.87
,"Peoria, IL 61615",,,
Zumiez,2200 W War Memorial DR,525,Sufficient,30.56
,#B105,,,
,"Peoria, IL 61613",,,
